anime_id,name,english_name,score,genres,type,episodes,premiered,producers,studios,source,duration,rating,rank,popularity,favorites,scored_by,members
10524,Duel Masters Victory,,5.78,"Action, Adventure, Comedy, Fantasy",TV,52,spring 2011,Shogakukan-Shueisha Productions,Shogakukan Music & Digital Entertainment,Original,10 min per ep,PG-13 - Teens 13 or older,11034,12550,4,432,1615
10519,Mahou Shoujo Sonico★Magica,Puella Magi Sonico Magica,5.78,,ONA,1,,Nitroplus,,Other,1 min,PG-13 - Teens 13 or older,11053,4973,12,10311,21642
1623,G-On Riders,,5.78,"Action, Comedy, Sci-Fi",TV,13,summer 2002,,"Shaft, TNK",Original,22 min per ep,R+ - Mild Nudity,11039,8542,6,1940,5632
9878,Licca-chan to Yamaneko Hoshi no Tabi,,5.78,"Adventure, Fantasy",OVA,1,,"TOHO, Takara, Japan Taps",Ajia-do,Unknown,1 hr 18 min,G - All Ages,11050,15187,0,229,761
59404,Mecha Gishi Resta no Daibouken,,5.77,Hentai,OVA,,,,Majin,Game,16 min,Rx - Hentai,,13834,0,244,1114
55753,Okashi na Tensei Mini Anime,Sweet Reincarnation Mini Anime,5.77,"Comedy, Gourmet",ONA,10,,,AQUA ARIS,Light novel,3 min per ep,PG-13 - Teens 13 or older,11073,14813,0,257,855
54534,Jinxing Ren Aiqing Gushi,Kinseijin Love Story,5.77,"Comedy, Girls Love",Movie,1,,,,Original,20 min,G - All Ages,11061,17747,0,113,437
54928,Tsunotsuno Taisou,Moove with Askr,5.77,"Comedy, Fantasy, Sports",ONA,1,,,Anima,Game,2 min,G - All Ages,11087,17680,0,205,442
52486,"HoneyWorks 10th Anniversary ""LIP×LIP FILM×LIVE"" Mini Anime",How to Enjoy this World Mini Anime,5.77,,ONA,3,,,,Music,2 min per ep,PG-13 - Teens 13 or older,11103,15873,2,195,643
51814,Miren Record,,5.77,,Music,1,,Hololive Production,,Other,3 min,G - All Ages,,14262,0,497,999
16476,Idol Kouhosei,,5.77,Hentai,OVA,1,,,Lyrics,Original,19 min,Rx - Hentai,,9882,5,1416,3669
9599,Miyazaki Maya Daizukan,Maya Miyazaki's Encyclopedia Erotica,5.77,Hentai,OVA,2,,"MS Pictures, AniMan",,Manga,17 min per ep,Rx - Hentai,,9459,10,1337,4191
5210,Houkago 2 The Animation,,5.77,Hentai,OVA,1,,Himajin Planning,T-Rex,Visual novel,30 min,Rx - Hentai,,9395,9,1326,4271
3382,Korashime,Punishment,5.77,Hentai,OVA,2,,Digital Works,Y.O.U.C,Visual novel,30 min per ep,Rx - Hentai,,9743,7,1181,3843
2469,Ogenki Clinic,,5.77,"Comedy, Hentai",OVA,3,,AC Create,,Unknown,44 min per ep,Rx - Hentai,,10718,6,996,2845
1763,Midnight Panther,,5.77,"Action, Adventure, Fantasy, Hentai",OVA,2,,Green Bunny,Arms,Manga,29 min per ep,Rx - Hentai,,10458,7,1089,3071
35800,Ginga,Ginga,5.77,"Adventure, Sci-Fi",Music,1,,,,Original,3 min,G - All Ages,,14229,0,524,1010
36602,My Dearest Song,My Dearest Song,5.77,,Music,1,,Sega,,Original,2 min,G - All Ages,,13092,3,752,1367
37174,Chichibu de Buchichi,,5.77,Slice of Life,ONA,1,,"TMS Music, 8PAN",TMS Entertainment,Original,25 min,PG-13 - Teens 13 or older,11094,11446,0,883,2288
37196,Hana (Music),,5.77,,Music,1,,NHK,,Original,4 min,G - All Ages,,18905,1,145,349
37368,Shounen Ashibe: Go! Go! Goma-chan 3,,5.77,"Comedy, Slice of Life",TV,32,spring 2018,,"Bridge, Husio Studio, Studio Palette",4-koma manga,9 min per ep,G - All Ages,11081,14695,2,258,887
37562,Robot Girls Neo,,5.77,Comedy,ONA,3,,,Toei Animation,Original,7 min per ep,PG-13 - Teens 13 or older,11077,12300,0,213,1750
38393,Senjuushi: Kijuushi-tachi no Happy Birthday!,,5.77,Action,OVA,1,,,TMS Entertainment,Game,24 min,PG-13 - Teens 13 or older,11079,13230,2,166,1320
1385,Kurohime: Shikkoku no Yakata,Black Widow,5.77,Hentai,OVA,2,,Discovery,Mook Animation,Visual novel,28 min per ep,Rx - Hentai,,9220,10,1751,4538
38803,Anima Yell! Ouen Douga,,5.77,Comedy,ONA,12,,,Doga Kobo,4-koma manga,2 min per ep,PG-13 - Teens 13 or older,11089,11245,0,671,2432
35007,Kamigami no Ki: Xmas Special,,5.77,"Comedy, Supernatural",ONA,1,,,Sotsu,Original,2 min,PG - Children,11064,17953,0,151,422
34975,Marvel Future Avengers,,5.77,Action,TV,26,summer 2017,,Madhouse,Other,22 min per ep,PG - Children,11070,8684,13,1121,5386
39517,Kesshin Sokudo,,5.77,,Music,1,,,,Original,5 min,PG - Children,,20142,0,139,275
39536,Kakera,,5.77,Avant Garde,Movie,1,,,,Other,8 min,PG-13 - Teens 13 or older,11064,19349,0,144,320
39841,Kyoei Tankou-sho,,5.77,Sci-Fi,ONA,1,,,G-angle,Original,50 sec,G - All Ages,11067,18405,0,160,387
39886,Umi e Kite,,5.77,,Music,1,,NHK,,Original,2 min,G - All Ages,,19071,0,168,338
39939,Emerald no Oka,,5.77,Drama,Music,1,,Avex Entertainment,,Original,4 min,G - All Ages,,19748,0,166,297
33144,Jiok,The Hell (Two Kinds of Life),5.77,"Drama, Fantasy, Horror",Movie,1,,Studio Dadashow,,Unknown,34 min,R+ - Mild Nudity,11062,12895,1,299,1448
40349,Shounen Sunday CM: All-Star Total Appearance,,5.77,"Comedy, Sports",CM,1,,,,Manga,30 sec,G - All Ages,,15998,0,296,622
40476,Atomic World,,5.77,Avant Garde,Movie,1,,,,Original,2 min,PG - Children,11090,15924,0,291,633
40616,Megane,,5.77,Slice of Life,Music,1,,NHK,THREE IS A MAGIC NUMBER,Original,2 min,G - All Ages,,19188,0,145,331
40757,Latina no Nikki,,5.77,Slice of Life,ONA,77,,,Maho Film,Light novel,16 sec per ep,G - All Ages,11070,13636,5,343,1179
31263,Grim,,5.77,Avant Garde,Movie,1,,,,Original,7 min,G - All Ages,11098,14228,4,453,1010
41279,I'm Just Me,,5.77,Avant Garde,Music,1,,Genie Music,,Other,3 min,PG-13 - Teens 13 or older,,18088,1,191,412
30420,Dr. Slump: Arale-chan no Koutsuu Anzen,,5.77,"Comedy, Sci-Fi",Special,2,,,Toei Animation,Manga,13 min per ep,G - All Ages,11097,14210,2,287,1015
8832,Shounen Ashibe 2,,5.77,"Comedy, Slice of Life",TV,25,fall 1992,TBS,Life Work,4-koma manga,25 min per ep,G - All Ages,11081,15446,0,134,707
29271,Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,Hangyodon 007/2: The Case of Doctor Sunday,5.77,,OVA,1,,Sanrio,,Other,13 min,PG - Children,11099,18400,1,110,386
28959,Kizuna (Special),,5.77,"Drama, Romance, Slice of Life",Special,1,,,,Original,1 min,G - All Ages,11065,14386,2,519,961
28263,Honto ni Atta Gakkou Kaidan,,5.77,"Mystery, Supernatural",OVA,1,,,,Unknown,30 min,PG - Children,11103,16821,1,126,521
25967,Backkom Sports,Bernard,5.77,"Comedy, Sports",TV,52,,,RG Animation Studios,Original,3 min per ep,G - All Ages,11091,14733,1,396,877
23739,Peter Pan no Bouken Specials,,5.77,"Adventure, Fantasy",TV Special,2,,Fuji TV,Nippon Animation,Unknown,45 min per ep,G - All Ages,11076,16590,1,136,548
23621,"Sagashita no wa Oheya, Mitsuketa no wa Mirai",,5.77,"Romance, Slice of Life",ONA,1,,,,Original,3 min,G - All Ages,11078,15137,1,217,776
6038,Transformers Zone,Transformers: Zone,5.77,Sci-Fi,OVA,1,,,Toei Animation,Other,23 min,PG-13 - Teens 13 or older,11086,11293,2,958,2396
23129,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo Song Special,,5.77,,Music,1,,"Yomiko Advertising, Ashi Productions",,Original,29 min,G - All Ages,,13819,0,570,1119
22635,Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,,5.77,Comedy,ONA,4,,CoMix Wave Films,,Unknown,6 min per ep,PG - Children,11074,16848,0,123,519
22511,Kobutori,,5.77,Comedy,Movie,1,,,,Other,Unknown,G - All Ages,11066,15517,0,155,697
5662,Suteneko Tora-chan,,5.77,,Movie,1,,The National Film Center Japan,,Original,20 min,G - All Ages,11083,12125,1,953,1870
22455,Hello Kitty no Circus ga Yatte Kita,Hello Kitty in The Circus Comes to Town,5.77,Fantasy,OVA,1,,Sanrio,,Unknown,27 min,G - All Ages,11100,15825,1,194,646
21869,Tarepanda,,5.77,Award Winning,OVA,1,,Bandai Visual,,Unknown,17 min,G - All Ages,11083,17208,0,143,483
20835,Joshikousei Nobunaga-chan!!,,5.77,"Comedy, Ecchi",ONA,10,,"TMS Entertainment, TMS Music","WAO World, MooGoo, Studio Ranmaru",Manga,4 min per ep,PG-13 - Teens 13 or older,11063,12553,1,235,1614
4012,First Squad,,5.77,Action,Music,1,,,Studio 4°C,Original,3 min,PG-13 - Teens 13 or older,,7636,4,3939,7340
18829,Hello Kitty no Shiawase no Aoi Hotaru,,5.77,,OVA,1,,Sanrio,,Unknown,27 min,G - All Ages,11102,16721,0,126,532
18451,Don: Gokudou Suikoden,,5.77,Drama,OVA,2,,,J.C.Staff,Unknown,50 min per ep,R+ - Mild Nudity,11096,16245,2,117,589
3630,Miracle Shoujo Limit-chan,,5.77,"Comedy, Sci-Fi",TV,25,fall 1973,TV Asahi,Toei Animation,Original,24 min per ep,G - All Ages,11073,13901,1,242,1095
17693,Erementar Gerad: Aozora no Senki,,5.77,,Music,1,,Mag Garden,,Manga,2 min,G - All Ages,,12384,0,633,1699
982,Cosplay Complex,,5.77,"Comedy, Ecchi",OVA,3,,"Lantis, Happinet Pictures",TNK,Original,29 min per ep,R+ - Mild Nudity,11095,5948,7,6257,13659
49351,The Fullmoon Tradition: Indra Pilot Film,,5.77,Fantasy,Movie,1,,,,Unknown,4 min,PG-13 - Teens 13 or older,11084,19387,0,117,318
13553,Bakusou Circuit Roman Twin,Twin,5.77,,OVA,1,,Japan Home Video,,Manga,1 hr 28 min,PG-13 - Teens 13 or older,11092,15990,2,119,623
510,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,5.77,"Comedy, Drama, Romance",TV,13,fall 2004,Soft Garage,Arms,Visual novel,25 min per ep,R+ - Mild Nudity,11065,7803,6,1867,6965
11693,Match Uri no Shoujo,The Little Match Girl,5.77,Drama,Movie,1,,"Toei Animation, Gakken Eigakyoku",,Book,18 min,G - All Ages,11070,14327,3,396,978
50064,Yukidoke wo Kiite,Hear the Snow Melt,5.77,,Movie,1,,Geidai Animation,,Original,4 min,G - All Ages,11087,18563,0,160,376
1644,Princess Rouge,,5.77,"Fantasy, Romance",OVA,2,,"AC Create, Cosmic Ray, BEAM Entertainment, NichiNare","J.C.Staff, Front Line",Original,28 min per ep,PG-13 - Teens 13 or older,11077,10697,4,1170,2868
23781,Blade & Soul Specials,,5.77,Comedy,Special,7,,,Gonzo,Game,2 min per ep,PG-13 - Teens 13 or older,11093,7234,0,2934,8493
9608,Yuri Seijin Naoko-san,,5.77,"Comedy, Girls Love",OVA,1,,,ufotable,Manga,6 min,PG-13 - Teens 13 or older,11088,5372,8,8705,17760
55216,Koe Dake ga,,5.76,"Adventure, Fantasy",Music,1,,,,Original,4 min,G - All Ages,,14588,0,463,913
54024,Samurai Mac,,5.76,"Gourmet, Suspense",CM,1,,,,Original,55 sec,PG-13 - Teens 13 or older,,15144,2,412,773
53958,Kobayashi-san no Tsundere Kouza,,5.76,"Comedy, Fantasy, Romance",ONA,15,,,AQUA ARIS,Light novel,1 min per ep,PG-13 - Teens 13 or older,11118,14361,0,248,970
53955,Slime-tachi no Idobata Kaigi 2nd Season,,5.76,"Comedy, Fantasy",ONA,14,,,AQUA ARIS,Light novel,1 min per ep,PG-13 - Teens 13 or older,11130,10395,10,381,3120
53085,Akuyaku Reijou nanode Last Boss wo Kattemimashita Mini,,5.76,"Comedy, Fantasy",ONA,27,,,AQUA ARIS,Light novel,1 min per ep,PG-13 - Teens 13 or older,11105,12249,1,474,1785
35726,Swamp Stamp Anime Edition,Tramp Stamp Anime Edition,5.76,Hentai,OVA,1,,,Studio 9 Maiami,Manga,16 min,Rx - Hentai,,8368,18,2565,5893
2327,Kyouhaku: Owaranai Ashita,The Blackmail: Tomorrow Never Ends,5.76,Hentai,OVA,3,,Pink Pineapple,Production D.M.H,Visual novel,28 min per ep,Rx - Hentai,,10153,5,1183,3363
36166,Fireball Humorous,,5.76,"Comedy, Sci-Fi",TV,3,fall 2017,Disney Platform Distribution,Jinnis Animation Studios,Original,2 min per ep,G - All Ages,11111,9796,3,1342,3778
36228,Anisama,,5.76,"Adventure, Comedy, Fantasy",ONA,1,,,,Other,4 min,PG - Children,11107,11305,0,881,2387
37423,Shiawase Pasta Story,Happy Pasta Story,5.76,Slice of Life,ONA,8,,,,Novel,5 min per ep,G - All Ages,11129,14387,0,221,961
37529,Kabushikigaisha OPT Shinsotsu Saiyou Movie,,5.76,Slice of Life,ONA,1,,,,Original,5 min,G - All Ages,11114,18962,0,132,345
1512,Court no Naka no Tenshi-tachi,Angels in the Court,5.76,"Sports, Hentai",OVA,2,,Pink Pineapple,P core,Visual novel,27 min per ep,Rx - Hentai,,10104,3,1223,3411
39401,Super Mario no Koutsuu Anzen,Super Mario Traffic Safety,5.76,,OVA,1,,,Toei Animation,Original,10 min,PG - Children,11132,16677,2,111,538
33986,Elite Banana Banao,Elite Banana Banao,5.76,"Comedy, Slice of Life",ONA,9,,Kamio Japan,,Other,2 min per ep,G - All Ages,11111,15257,2,164,747
32454,Usakame,Usakame,5.76,"Comedy, Sports",TV,12,spring 2016,"DAX Production, Earth Star Entertainment",Millepensee,Manga,3 min per ep,PG-13 - Teens 13 or older,11132,5959,8,6526,13582
31575,Offside,,5.76,"Drama, Sports",OVA,1,,,,Manga,50 min,PG-13 - Teens 13 or older,11124,15940,2,146,631
9254,Mianhada Saranghanda,,5.76,Drama,ONA,1,,G&G Entertainment,Studio Meditation With a Pencil,Other,33 min,G - All Ages,11122,11767,1,388,2077
8765,Futarigurashi,,5.76,"Comedy, Romance, Ecchi",TV,36,spring 1998,TBS,"Studio Bogey, Public & Basic",Manga,8 min per ep,R+ - Mild Nudity,11112,11082,4,345,2552
42988,New Tribe,,5.76,Avant Garde,Music,1,,,,Original,4 min,G - All Ages,,20136,2,139,276
8130,Mighty Orbots,Mighty Orbots,5.76,"Adventure, Comedy, Sci-Fi",TV,13,fall 1984,,Tokyo Movie Shinsha,Original,23 min per ep,G - All Ages,11123,14145,2,299,1028
25891,Stitch to Suna no Wakusei,Stitch and the Planet of Sand,5.76,"Adventure, Comedy, Sci-Fi",TV Special,1,,,Shin-Ei Animation,Other,48 min,G - All Ages,11130,14359,1,269,970
6268,Sekishoku Elegy,,5.76,Romance,OVA,1,,,Toei Animation,Unknown,26 min,PG-13 - Teens 13 or older,11127,12651,3,338,1562
23353,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,,5.76,"Action, Drama",OVA,1,,Toei Video,J.C.Staff,Manga,45 min,R - 17+ (violence & profanity),11113,15083,0,319,791
22613,Kerokero Keroppi no Yowamushi-ouji no Daibouken,Keroppi in the Adventures of the Coward Prince,5.76,"Adventure, Fantasy",OVA,1,,Sanrio,,Unknown,30 min,G - All Ages,11115,16783,2,148,521
4709,Aesop's World,,5.76,Adventure,TV,26,spring 1999,,Sunrise,Original,11 min per ep,G - All Ages,11104,15306,1,198,732
18081,Korokoro Kuririn no Inaka no Nezumi Tokai no Nezumi,Korokoro Kuririn in The Country Mouse and the Town Mouse,5.76,Fantasy,OVA,1,,Sanrio,,Book,7 min,G - All Ages,11118,17074,0,158,493
904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z: Bio-Broly,5.76,"Action, Adventure, Comedy, Fantasy",Movie,1,,,Toei Animation,Manga,46 min,PG-13 - Teens 13 or older,11110,1831,26,80276,129569
33834,Sin: Nanatsu no Taizai,Seven Mortal Sins,5.76,"Action, Adventure, Fantasy, Erotica",TV,12,spring 2017,"Genco, Lantis, AT-X, Hobby Japan, NBCUniversal Entertainment Japan, Kanon Sound, Orchid Seed","Artland, TNK",Other,23 min per ep,R+ - Mild Nudity,,1527,360,54645,165239
786,Pugyuru,,5.76,"Comedy, Fantasy",TV,13,spring 2004,"Kids Station, Kodansha, Movic",Creators Dot Com,4-koma manga,3 min per ep,PG-13 - Teens 13 or older,11125,8456,16,2614,5767
2527,Kotetsu no Daibouken,The Adventures of Kotetsu,5.76,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",OVA,2,,Daiei,Project Team Sarah,Manga,26 min per ep,R+ - Mild Nudity,11119,9422,4,1639,4238
2522,Rakushou! Hyper Doll,,5.76,"Adventure, Comedy, Sci-Fi",OVA,2,,,Triangle Staff,Manga,27 min per ep,PG-13 - Teens 13 or older,11126,9878,1,1606,3673
13373,Kyoto Animation: Hana-hen,Flower,5.76,Slice of Life,CM,1,,,Kyoto Animation,Original,30 sec,G - All Ages,,8850,0,2728,5119
2305,Kidou Senshi SD Gundam Mk-III,Mobile Suit SD Gundam Mk-III,5.76,"Comedy, Sci-Fi",OVA,6,,,Sunrise,Original,7 min per ep,PG-13 - Teens 13 or older,11116,9550,1,1572,4066
361,Memories Off,,5.76,"Drama, Romance",OVA,3,,,E&G Films,Visual novel,31 min per ep,PG-13 - Teens 13 or older,11121,7714,3,2593,7172
10987,Zettai Zetsumei Dangerous Jiisan (2004),,5.76,Comedy,TV,51,spring 2004,"Shogakukan, Shogakukan Productions",Studio Hibari,Manga,5 min per ep,PG - Children,11133,15409,2,147,715
1620,Maps,,5.76,"Action, Adventure, Comedy, Sci-Fi",OVA,4,,"KSS, Tokyo Movie Shinsha",TMS Entertainment,Manga,28 min per ep,R+ - Mild Nudity,11120,10118,3,1225,3398
1442,Alexander Senki,Reign: The Conqueror,5.76,"Action, Adventure, Fantasy, Sci-Fi, Supernatural",TV,13,summer 1999,"Media Factory, TBS, Kadokawa Haruki Corporation, Samsung, Namisokan",Madhouse,Novel,23 min per ep,R+ - Mild Nudity,11107,6936,34,3766,9392
1268,Aquarian Age: Saga II - Don't Forget Me...,Aquarian Age: The Movie,5.76,"Action, Fantasy",OVA,1,,Broccoli,Madhouse,Card game,1 hr,PG-13 - Teens 13 or older,11108,9581,1,1372,4024
57670,Gintama x Meta Quest 3 Collaboration CM,,5.75,Comedy,CM,1,,,Bandai Namco Pictures,Manga,40 sec,PG-13 - Teens 13 or older,,16242,1,224,590
57596,My Pikachu Humming,,5.75,Fantasy,Music,1,,,,Game,3 min,G - All Ages,,19423,0,153,316
57625,Ketatama,,5.75,,Music,1,,,,Original,3 min,PG-13 - Teens 13 or older,,16763,0,250,527
51135,"Kanojo, Okarishimasu: Date Movie",Rent-a-Girlfriend: Date Movie,5.75,Romance,ONA,32,,,AQUA ARIS,Manga,1 min per ep,PG-13 - Teens 13 or older,11159,11267,5,651,2420
53257,Roshutsu-kei Mahou Joshi Daisei Christhea,,5.75,Hentai,OVA,2,,,Majin,Game,20 min per ep,Rx - Hentai,,11047,3,799,2579
51573,Heart Beat (2019),,5.75,,Music,1,,"Hololive Production, USAGI Production, INoNaKa Music",,Original,4 min,PG-13 - Teens 13 or older,,16601,0,293,546
51439,Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto Mini Anime,Heroines Run the Show: The Unpopular Girl and the Secret Task Mini Anime,5.75,,ONA,6,,,Lay-duce,Music,1 min per ep,PG-13 - Teens 13 or older,11156,13581,2,302,1199
51238,Miko Note Episode 0: Zenjitsudan,,5.75,"Mystery, Slice of Life",ONA,1,,,,Game,11 min,PG-13 - Teens 13 or older,11164,18643,0,120,369
49734,Princess Knight☆Catue DVD-BOX Special,,5.75,Hentai,Special,1,,Valkyria,Studio 9 Maiami,Visual novel,3 min,Rx - Hentai,,13724,3,340,1151
11469,BaBuKa: Gokudou no Tsuma,Yakuza's Secrets of Sex,5.75,Hentai,OVA,2,,MS Pictures,Studio 9 Maiami,Original,17 min per ep,Rx - Hentai,,9173,10,1597,4617
8654,I☆Can,,5.75,Hentai,OVA,3,,,PoRO,Visual novel,29 min per ep,Rx - Hentai,,7144,27,3359,8717
4009,Heisa Byoutou,Sex Ward,5.75,Hentai,OVA,2,,Digital Works,Y.O.U.C,Original,30 min per ep,Rx - Hentai,,10513,5,824,3021
3250,Daishikkin Helena,Elfen Laid,5.75,Hentai,OVA,2,,Digital Works,Y.O.U.C,Original,26 min per ep,Rx - Hentai,,8669,11,2024,5407
2588,Sinkan,T&A Teacher,5.75,Hentai,OVA,1,,,Shinkuukan,Manga,26 min,Rx - Hentai,,9519,12,1307,4108
29795,Onigakure Yama no Soba no Hana,The Soba Flower of Mt. Oni,5.75,,Movie,1,,,,Original,23 min,G - All Ages,11167,18698,0,130,364
36608,Session High⤴,Session High⤴,5.75,,Music,1,,Sega,Akatsuki,Original,1 min,G - All Ages,,13041,1,740,1390
37344,Hello Kagerou,Hello Kagerou,5.75,,Music,1,,,,Original,4 min,G - All Ages,,17755,0,213,436
37351,Ten made Tobaso,,5.75,,Music,1,,NHK,,Original,2 min,G - All Ages,,19904,0,137,288
38291,Bobunemimimmi Specials,Bobunemimimmi Collection,5.75,"Avant Garde, Comedy",Special,2,,AC-Bu,,4-koma manga,1 min per ep,PG-13 - Teens 13 or older,11149,10454,5,916,3073
38487,Daitan Futeki ni Koi Shitai,,5.75,,Music,1,,,,Game,1 min,G - All Ages,,16806,0,274,522
39182,H'or Cafe,H'or Cafe,5.75,,CM,1,,,,Other,1 min,G - All Ages,,17719,2,228,439
39519,Dragon's Dogma,Dragon's Dogma,5.75,"Action, Adventure, Fantasy",ONA,7,,,Sublimation,Game,26 min per ep,R+ - Mild Nudity,11152,4591,29,14106,26225
33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",,5.75,Drama,CM,1,,"Aniplex, Sony Music Entertainment",A-1 Pictures,Original,30 sec,G - All Ages,,8499,1,1960,5707
32818,Xiong Chumo: Huanqiu Da Maoxian,Boonie Bears or Bust,5.75,Comedy,TV,104,,Fantawild Animation,,Original,13 min per ep,PG - Children,11143,17861,0,160,426
32756,Storywriter,,5.75,,Music,1,,Space Shower Music,,Music,4 min,G - All Ages,,18558,0,194,376
40506,Shadowverse,,5.75,Fantasy,TV,48,spring 2020,"TV Tokyo, Sonilude",Zexcs,Card game,24 min per ep,PG-13 - Teens 13 or older,11135,5452,36,5186,17125
40701,Monochro∞Blue Sky,,5.75,,Music,1,,,,Original,2 min,G - All Ages,,17459,0,243,459
32251,Mirai e no Kakehashi: Bridge for Future,,5.75,Slice of Life,ONA,6,,,Gaina,Original,30 sec per ep,G - All Ages,11165,14938,0,171,824
31362,Osiris no Tenbin,,5.75,"Drama, Supernatural, Suspense",ONA,10,,Fuji TV,,Original,6 min per ep,R - 17+ (violence & profanity),11168,11499,8,165,2253
41296,Valhait Rising: Kandou e.,,5.75,"Action, Adventure, Fantasy",PV,1,,"Asahi Production, Graphinica, pH Studio",Studio Colorido,Game,2 min,G - All Ages,,16012,0,288,620
30648,Stitch!: Zutto Saikou no Tomodachi Special,Stitch: Heroes are Hard,5.75,"Adventure, Comedy",Special,1,,,Shin-Ei Animation,Other,25 min,PG - Children,11137,14373,1,281,963
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,,5.75,"Action, Comedy",OVA,3,,,J.C.Staff,Unknown,20 min per ep,,11160,15013,0,159,807
42863,Ton Ton Ton,,5.75,Fantasy,Music,1,,NHK,Sugata Creative & Design,Original,2 min,G - All Ages,,20904,0,111,233
42888,Akai Hoshi Aoi Hoshi: Tenmon Carat no Hoshi kara,,5.75,,Music,1,,NHK,,Original,2 min,G - All Ages,,20214,0,125,271
8180,Koisuru Tenshi Angelique: Chibi Character Adventure 2,Loving Angel Angelique Chibi Adventure Special 2,5.75,"Adventure, Comedy",Special,1,,,,Visual novel,4 min,G - All Ages,11161,14607,1,220,907
27993,Tetsujin 28-gou: Tanjou-hen,,5.75,"Adventure, Sci-Fi",Special,1,,,Eiken,Unknown,25 min,G - All Ages,11137,15693,1,148,668
43293,Kaitai Shita Inu no Blues,,5.75,Avant Garde,Music,1,,Space Shower Music,,Original,4 min,G - All Ages,,19671,0,146,302
7122,Dai Yamato Zero-gou,Great Yamato No. 0,5.75,Sci-Fi,OVA,5,,,JCF,Original,41 min per ep,PG-13 - Teens 13 or older,11150,11917,1,601,1984
6800,Transformers: Scramble City,,5.75,"Action, Sci-Fi",OVA,1,,Takara,Toei Animation,Other,23 min,PG-13 - Teens 13 or older,11140,11198,3,1085,2462
6571,Koume-chan ga Iku!,Here Comes Koume!,5.75,"Comedy, Romance, Slice of Life",TV,12,summer 1999,Pioneer LDC,"Gainax, Group TAC",Manga,5 min per ep,PG-13 - Teens 13 or older,11162,12216,3,447,1799
43697,Yasuke,Yasuke,5.75,"Action, Fantasy",ONA,6,,,MAPPA,Other,29 min per ep,R - 17+ (violence & profanity),11144,2407,251,47938,87755
44046,Heart,,5.75,Romance,Music,1,,,,Original,6 min,PG-13 - Teens 13 or older,,21381,1,108,206
6075,Ai no Wakakusa Yama Monogatari,,5.75,Comedy,TV,12,summer 1999,,"Gainax, Group TAC",Manga,4 min per ep,PG-13 - Teens 13 or older,11146,12674,0,450,1551
23029,Popful Mail,,5.75,"Comedy, Fantasy",Music,1,,Sega,Studio Fantasia,Game,5 min,PG-13 - Teens 13 or older,,15655,0,362,675
22563,Hangyodon no Hadaka no Ousama,Hangyodon in the Emperor's New Clothes,5.75,Fantasy,OVA,1,,Sanrio,,Other,10 min,G - All Ages,11154,16287,0,173,585
20667,Zeonic Front: Kidou Senshi Gundam 0079 - Zeon no Hifun,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,5.75,,Special,1,,Bandai,Sunrise,Original,10 min,PG-13 - Teens 13 or older,11145,11060,0,746,2566
19971,Machi Ichiban no Kechinbou,The Stingiest Man in Town,5.75,"Drama, Supernatural",TV Special,1,,,Topcraft,Novel,49 min,G - All Ages,11163,15386,0,219,719
18587,Hello Kitty no Alps no Shoujo Heidi II: Klara to no Deai,,5.75,,OVA,1,,Sanrio,,Unknown,30 min,G - All Ages,11155,15279,0,217,742
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,,5.75,"Adventure, Fantasy",Movie,1,,Shogakukan Productions,Studio Hibari,Original,45 min,PG - Children,11153,12627,1,555,1572
18039,Rescue Me!,,5.75,"Comedy, Erotica",OVA,1,,,Hoods Entertainment,Manga,27 min,R+ - Mild Nudity,,3999,47,16263,34991
17961,Tetsuwan Atom: Chikyuu Saigo no Hi,,5.75,Sci-Fi,Movie,1,,Tezuka Productions,,Unknown,16 min,G - All Ages,11138,13389,0,293,1257
40623,Dokyuu Hentai HxEros,SUPER HXEROS,5.75,"Action, Comedy, Romance, Sci-Fi, Ecchi",TV,12,summer 2020,"Aniplex, AT-X, Studio Mausu, Toranoana, Tokyo MX, Q-Tec, Shueisha, BS11, Contents Seed, Global Solutions",Project No.9,Manga,23 min per ep,R+ - Mild Nudity,11151,1633,273,57886,151725
17237,Peeping Life: World History,,5.75,"Comedy, Slice of Life",ONA,40,,CoMix Wave Films,,Original,5 min per ep,G - All Ages,11169,14417,0,282,954
3192,Tobira wo Akete,,5.75,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,,Kitty Films,Magic Bus,Novel,1 hr 21 min,R+ - Mild Nudity,11139,10110,0,1184,3406
2616,Sora Iro no Tane,The Sky-Colored Seed,5.75,,CM,3,,,Studio Ghibli,Picture book,30 sec per ep,G - All Ages,,9077,0,2425,4742
